unique.cellid,CGP.cellid,CCLE.cellid,GSK.cellid,GRAY.cellid,GNE.cellid,CTRP.cellid,CGP_EMTAB3610.cellid,CCLE_rnaseq.cellid,GDSC.SNP.cellid,Ben_Neel.cellid,CTRPv2.cellid,gCSI.cellid,GDSC1000.cellid,CGP.tissueid,CCLE.tissueid,GSK.tissueid,GRAY.tissueid,GNE.tissueid,CTRP.tissueid,CGP_EMTAB3610.tissueid,CCLE_rnaseq.tissueid,GDSC.SNP.tissueid,Ben_Neel.tissueid,COSMIC.tissueid,unique.tissueid,CTRPv2.tissueid,gCSI.tissueid,GDSC1000.tissueid
HEY,NA,NA,NA,NA,HEY,NA,Hey,NA,Hey,NA,NA,NA,Hey,NA,NA,NA,NA,Ovary,NA,ovary,NA,NA,NA,ovary,ovary,NA,NA,ovary
Hey-A8,NA,Hey-A8,NA,NA,NA,HEYA8,NA,Hey-A8,NA,NA,HEYA8,NA,NA,NA,ovary,NA,NA,NA,OVARY,NA,ovary,NA,NA,ovary,ovary,ovary,NA,NA
HGC-27,HGC-27,HGC-27,NA,NA,HGC-27,NA,HGC-27,HGC-27,HGC-27,NA,HGC27,HGC-27,HGC-27,stomach,stomach,NA,NA,Stomach,NA,Stomach,stomach,digestive_system ,NA,stomach,stomach,stomach,Stomach,stomach
HH,HH,HH,HH,NA,NA,NA,HH,HH,HH,NA,HH,NA,HH,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,NA,NA,Blood,haematopoietic_and_lymphoid_tissue,blood ,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue
HK-2,NA,HK-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA
HL-60,HL-60,HL-60,HL60,NA,HL-60,NA,HL-60,HL-60,HL-60,NA,HL60,NA,HL-60,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,Blood,NA,Blood,haematopoietic_and_lymphoid_tissue,blood ,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue
HLC-1,NA,HLC-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA,NA,NA,NA,lung,lung,NA,NA,NA
HLE,HLE,HLE,NA,NA,NA,NA,HLE,NA,HLE,NA,NA,NA,HLE,liver,liver,NA,NA,NA,NA,Liver,NA,digestive_system ,NA,liver,liver,NA,NA,liver
HLF,NA,HLF,NA,NA,NA,NA,NA,HLF,NA,NA,HLF,HLF,NA,NA,liver,NA,NA,NA,NA,NA,liver,NA,NA,liver,liver,liver,Liver,NA
HLF-a,NA,HLF-a,NA,NA,NA,NA,NA,HLF-a,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA,lung,NA,NA,NA,lung,NA,NA,NA
HM7,NA,NA,NA,NA,HM7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colon,NA,NA,NA,NA,NA,NA,large_intestine,NA,NA,NA
HMC-1-8,NA,HMC-1-8,NA,NA,NA,NA,NA,HMC-1-8,NA,NA,HMC18,NA,NA,NA,breast,NA,NA,NA,NA,NA,breast,NA,NA,NA,breast,breast,NA,NA
HMCB,NA,HMCB,HMCB,NA,NA,NA,NA,HMCB,NA,NA,HMCB,NA,NA,NA,skin,skin,NA,NA,NA,NA,skin,NA,NA,skin,skin,skin,NA,NA
HMEL,NA,HMEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA
HMV-II,HMV-II,NA,NA,NA,NA,NA,HMV-II,NA,HMV-II,NA,NA,HMVII,HMV-II,skin,NA,NA,NA,NA,NA,Skin,NA,skin ,NA,skin,skin,NA,Skin,skin
HMY-1,NA,NA,NA,NA,HMY-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin,NA,NA,NA,NA,NA,NA,skin,NA,NA,NA
HN,HN,HN,NA,NA,HN,NA,HN,NA,HN,NA,NA,HN,HN,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,NA,Oral Cavity,NA,Head & Neck,NA,aero_digestive_tract ,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,Head and Neck,upper_aerodigestive_tract
HNT-34,NA,NA,NA,NA,HNT-34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blood,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA
HO-1-N-1,HO-1-N-1,NA,NA,NA,NA,NA,HO-1-N-1,NA,HO-1-N-1,NA,NA,NA,HO-1-N-1,upper_aerodigestive_tract,NA,NA,NA,NA,NA,Head & Neck,NA,aero_digestive_tract ,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,NA,upper_aerodigestive_tract
HO-1-u-1,NA,NA,NA,NA,NA,NA,HO-1-u-1,NA,HO-1-u-1,NA,NA,NA,HO-1-u-1,NA,NA,NA,NA,NA,NA,upper_aerodigestive_tract,NA,NA,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,NA,upper_aerodigestive_tract
HOP-62,HOP-62,NA,HOP62,NA,HOP-62,NA,HOP-62,HOP-62,HOP-62,NA,HOP62,HOP-62,HOP-62,lung,NA,lung,NA,Lung,NA,Lung,lung,lung ,NA,lung,lung,NA,Lung,lung
HOP-92,HOP-92,NA,HOP92,NA,HOP-92,NA,HOP-92,HOP-92,HOP-92,NA,HOP92,HOP-92,HOP-92,lung,NA,lung,NA,Lung,NA,Lung:NSCLC,lung,lung ,NA,lung,lung,NA,Lung,lung
HOS,HOS,HOS,HOS,NA,NA,NA,HOS,HOS,HOS,NA,HOS,NA,HOS,bone,bone,sarcoma,NA,NA,NA,Bone,bone,bone ,NA,bone,bone,bone,NA,bone
HPAC,NA,HPAC,HPAC,NA,HPAC,HPAC,HPAC,HPAC,HPAC,NA,HPAC,HPAC,HPAC,NA,pancreas,pancreas,NA,Pancreas,PANCREAS,Pancreas,pancreas,NA,NA,pancreas,pancreas,pancreas,Pancreas,pancreas
HPAF-II,HPAF-II,HPAF-II,HPAFII,NA,HPAF-II,NA,HPAF-II,HPAF-II,HPAF-II,NA,HPAFII,HPAF-II,HPAF-II,pancreas,pancreas,pancreas,NA,Pancreas,NA,Pancreas,pancreas,pancreas ,NA,pancreas,pancreas,pancreas,Pancreas,pancreas
HPB-ALL,NA,HPB-ALL,NA,NA,NA,NA,NA,HPB-ALL,NA,NA,HPBALL,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA
HRT-18,NA,HRT-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,large_intestine,NA,NA,NA,NA,NA,NA,NA,NA,large_intestine,large_intestine,NA,NA,NA
Hs 172.T,NA,Hs 172.T,NA,NA,NA,NA,NA,Hs_172.T,NA,NA,NA,NA,NA,NA,urinary_tract,NA,NA,NA,NA,NA,urinary_tract,NA,NA,NA,urinary_tract,NA,NA,NA
Hs 229.T,NA,Hs 229.T,NA,NA,NA,NA,NA,Hs_229.T,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA,lung,NA,NA,NA,lung,NA,NA,NA
Hs 255.T,NA,Hs 255.T,NA,NA,Hs 255.T,NA,NA,Hs_255.T,NA,NA,NA,NA,NA,NA,large_intestine,NA,NA,Colon,NA,NA,large_intestine,NA,NA,NA,large_intestine,NA,NA,NA
Hs 274.T,NA,Hs 274.T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA
Hs 281.T,NA,Hs 281.T,NA,NA,NA,NA,NA,Hs_281.T,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,breast,NA,NA,NA,breast,NA,NA,NA
Hs 294T,NA,Hs 294T,NA,NA,Hs 294T,NA,NA,Hs_294T,NA,NA,HS294T,Hs 294T,NA,NA,skin,NA,NA,Skin,NA,NA,skin,NA,NA,NA,skin,skin,Skin,NA
Hs 343.T,NA,Hs 343.T,NA,NA,NA,NA,NA,Hs_343.T,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,breast,NA,NA,NA,breast,NA,NA,NA
Hs 38.T,NA,NA,NA,NA,Hs 38.T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ovary,NA,NA,NA,NA,NA,NA,ovary,NA,NA,NA
Hs 571.T,NA,Hs 571.T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ovary,NA,NA,NA,NA,NA,NA,NA,NA,NA,ovary,NA,NA,NA
Hs 600.T,NA,Hs 600.T,NA,NA,NA,NA,NA,Hs_600.T,NA,NA,NA,NA,NA,NA,skin,NA,NA,NA,NA,NA,skin,NA,NA,NA,skin,NA,NA,NA
Hs 604.T,NA,Hs 604.T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA
Hs 606.T,NA,Hs 606.T,NA,NA,NA,NA,NA,Hs_606.T,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,breast,NA,NA,NA,breast,NA,NA,NA
Hs 611.T,NA,Hs 611.T,NA,NA,NA,NA,NA,Hs_611.T,NA,NA,HS611T,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA
Hs 616.T,NA,Hs 616.T,NA,NA,NA,NA,NA,Hs_616.T,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA
Hs 618.T,NA,Hs 618.T,NA,NA,NA,NA,NA,Hs_618.T,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA,lung,NA,NA,NA,lung,NA,NA,NA
Hs 675.T,NA,Hs 675.T,NA,NA,Hs 675.T,NA,NA,Hs_675.T,NA,NA,NA,NA,NA,NA,large_intestine,NA,NA,Colon,NA,NA,large_intestine,NA,NA,NA,large_intestine,NA,NA,NA
Hs 683,NA,Hs 683,NA,NA,Hs 683,NA,Hs-683,Hs_683,NA,NA,HS683,Hs 683,Hs683,NA,central_nervous_system,NA,NA,Brain,NA,Brain,central_nervous_system,NA,NA,NA,central_nervous_system,central_nervous_system,Brain,central_nervous_system
Hs 688(A).T,NA,Hs 688(A).T,NA,NA,NA,NA,NA,Hs_688_A_.T,NA,NA,HS688AT,NA,NA,NA,skin,NA,NA,NA,NA,NA,skin,NA,NA,NA,skin,skin,NA,NA
Hs 695T,NA,Hs 695T,NA,NA,Hs 695T,NA,NA,Hs_695T,NA,NA,NA,Hs 695T,NA,NA,skin,NA,NA,Skin,NA,NA,skin,NA,NA,NA,skin,NA,Skin,NA
Hs 698.T,NA,Hs 698.T,NA,NA,NA,NA,NA,Hs_698.T,NA,NA,NA,NA,NA,NA,large_intestine,NA,NA,NA,NA,NA,large_intestine,NA,NA,NA,large_intestine,NA,NA,NA
Hs 69ST,NA,NA,NA,NA,Hs 69ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin,NA,NA,NA,NA,NA,NA,skin,NA,NA,NA
Hs 706.T,NA,Hs 706.T,NA,NA,NA,NA,NA,Hs_706.T,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,NA,bone,NA,NA,NA,bone,NA,NA,NA
Hs 729,NA,Hs 729,NA,NA,NA,NA,NA,Hs_729,NA,NA,HS729,NA,NA,NA,soft_tissue,NA,NA,NA,NA,NA,soft_tissue,NA,NA,NA,soft_tissue,soft_tissue,NA,NA
Hs 737.T,NA,Hs 737.T,NA,NA,NA,NA,NA,Hs_737.T,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,NA,bone,NA,NA,NA,bone,NA,NA,NA
Hs 739.T,NA,Hs 739.T,NA,NA,NA,NA,NA,Hs_739.T,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,breast,NA,NA,NA,breast,NA,NA,NA
Hs 742.T,NA,Hs 742.T,NA,NA,NA,NA,NA,Hs_742.T,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,breast,NA,NA,NA,breast,NA,NA,NA
Hs 746T,NA,Hs 746T,HS746T,NA,Hs 746T,NA,Hs746T,Hs_746T,Hs746T,NA,HS746T,Hs 746T,Hs746T,NA,stomach,stomach,NA,Stomach,NA,Stomach,stomach,NA,NA,NA,stomach,stomach,Stomach,stomach
Hs 751.T,NA,Hs 751.T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA
Hs 766T,NA,Hs 766T,NA,NA,Hs 766T,NA,Hs-766T,Hs_766T,Hs766T,NA,HS766T,Hs 766T,Hs766T,NA,pancreas,NA,NA,Pancreas,NA,Pancreas,pancreas,NA,NA,NA,pancreas,pancreas,Pancreas,pancreas
Hs 819.T,NA,Hs 819.T,NA,NA,NA,NA,NA,Hs_819.T,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,NA,bone,NA,NA,NA,bone,NA,NA,NA
Hs 821.T,NA,Hs 821.T,NA,NA,NA,NA,NA,Hs_821.T,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,NA,bone,NA,NA,NA,bone,NA,NA,NA
Hs 822.T,NA,Hs 822.T,NA,NA,NA,NA,NA,Hs_822.T,NA,NA,HS822T,NA,NA,NA,bone,NA,NA,NA,NA,NA,bone,NA,NA,NA,bone,bone,NA,NA
Hs 834.T,NA,Hs 834.T,NA,NA,NA,NA,NA,Hs_834.T,NA,NA,NA,NA,NA,NA,skin,NA,NA,NA,NA,NA,skin,NA,NA,NA,skin,NA,NA,NA
Hs 839.T,NA,Hs 839.T,NA,NA,Hs 839.T,NA,NA,Hs_839.T,NA,NA,HS839T,NA,NA,NA,skin,NA,NA,Skin,NA,NA,skin,NA,NA,NA,skin,skin,NA,NA
Hs 840.T,NA,Hs 840.T,NA,NA,NA,NA,NA,Hs_840.T,NA,NA,NA,NA,NA,NA,upper_aerodigestive_tract,NA,NA,NA,NA,NA,upper_aerodigestive_tract,NA,NA,NA,upper_aerodigestive_tract,NA,NA,NA
Hs 852.T,NA,Hs 852.T,NA,NA,Hs 852.T,HS852T,NA,Hs_852.T,NA,NA,HS852T,Hs 852.T,NA,NA,skin,NA,NA,Skin,SKIN,NA,skin,NA,NA,NA,skin,skin,Skin,NA
Hs 863.T,NA,Hs 863.T,NA,NA,NA,NA,NA,Hs_863.T,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,NA,bone,NA,NA,NA,bone,NA,NA,NA
Hs 870.T,NA,Hs 870.T,NA,NA,NA,NA,NA,Hs_870.T,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,NA,bone,NA,NA,NA,bone,NA,NA,NA
Hs 888.T,NA,Hs 888.T,NA,NA,NA,NA,NA,Hs_888.T,NA,NA,HS888T,NA,NA,NA,bone,NA,NA,NA,NA,NA,bone,NA,NA,NA,bone,bone,NA,NA
Hs 895.T,NA,Hs 895.T,NA,NA,Hs 895.T,NA,NA,Hs_895.T,NA,NA,HS895T,NA,NA,NA,skin,NA,NA,Skin,NA,NA,skin,NA,NA,NA,skin,skin,NA,NA
Hs 934.T,NA,Hs 934.T,NA,NA,NA,NA,NA,Hs_934.T,NA,NA,HS934T,NA,NA,NA,skin,NA,NA,NA,NA,NA,skin,NA,NA,NA,skin,skin,NA,NA
Hs 936.T,NA,Hs 936.T,NA,NA,Hs 936.T,HS936T,NA,Hs_936.T,NA,NA,HS936T,NA,NA,NA,skin,NA,NA,Skin,SKIN,NA,skin,NA,NA,NA,skin,skin,NA,NA
Hs 939.T,NA,Hs 939.T,NA,NA,NA,NA,NA,Hs_939.T,Hs939-T,NA,NA,NA,Hs939-T,NA,skin,NA,NA,NA,NA,NA,skin,NA,NA,NA,skin,NA,NA,skin
Hs 940.T,NA,Hs 940.T,NA,NA,Hs 940.T,NA,Hs-940-T,Hs_940.T,Hs940-T,NA,HS940T,NA,Hs940-T,NA,skin,NA,NA,Skin,NA,Skin,skin,NA,NA,NA,skin,skin,NA,skin
Hs 944.T,NA,Hs 944.T,NA,NA,NA,HS944T,Hs-944-T,Hs_944.T,NA,NA,HS944T,NA,NA,NA,skin,NA,NA,NA,SKIN,Skin,skin,NA,NA,NA,skin,skin,NA,skin
Hs-445,NA,NA,NA,NA,NA,NA,Hs-445,NA,Hs-445,NA,NA,NA,Hs-445,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue
Hs-578-T,Hs-578-T,Hs 578T,NA,HS578T,Hs 578T,NA,Hs-578-T,Hs_578T,Hs-578-T,hs578t,HS578T,Hs 578T,Hs-578-T,breast,breast,NA,breast,Breast,NA,breast,breast,breast ,breast,breast,breast,breast,Breast,breast
Hs-633T,NA,NA,NA,NA,NA,NA,Hs-633T,NA,NA,NA,NA,NA,Hs633T,NA,NA,NA,NA,NA,NA,Misc,NA,NA,NA,NA,misc,NA,NA,misc
HS-Sultan,NA,NA,HSSULTAN,NA,HS-Sultan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hematopoietic_and_lymphatic_system,NA,Blood,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA
HS578BST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HS578BST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HS888LU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HS888LU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HSC-2,HSC-2,HSC-2,NA,NA,NA,HSC2,HSC-2,HSC-2,HSC-2,NA,HSC2,NA,HSC-2,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,NA,NA,UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,upper_aerodigestive_tract,aero_digestive_tract ,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,upper_aerodigestive_tract
HSC-3,HSC-3,HSC-3,NA,NA,NA,NA,HSC-3,HSC-3,HSC-3,NA,HSC3,NA,HSC-3,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,NA,NA,NA,Head & Neck,upper_aerodigestive_tract,aero_digestive_tract ,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,upper_aerodigestive_tract
HSC-39,NA,NA,NA,NA,NA,NA,HSC-39,NA,HSC-39,NA,NA,NA,HSC-39,NA,NA,NA,NA,NA,NA,Stomach,NA,NA,NA,stomach,stomach,NA,NA,stomach
HSC-4,HSC-4,HSC-4,NA,NA,NA,NA,HSC-4,HSC-4,HSC-4,NA,HSC4,NA,HSC-4,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,NA,NA,NA,Head & Neck,upper_aerodigestive_tract,aero_digestive_tract ,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,upper_aerodigestive_tract
HSTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HSTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HT,HT,HT,HT,NA,HT,HT,NA,HT,HT,NA,HT,HT,HT,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,Lymph Node,HEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,haematopoietic_and_lymphoid_tissue,blood ,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,Lymphoid,haematopoietic_and_lymphoid_tissue
HT-1080,HT-1080,HT-1080,HT1080,NA,HT-1080,HT1080,HT-1080,HT-1080,NA,NA,HT1080,HT-1080,HT-1080,soft_tissue,soft_tissue,connective_tissue,NA,Lung,SOFT_TISSUE,Miscellaneous,soft_tissue,NA,NA,soft_tissue,soft_tissue,soft_tissue,Bone,soft_tissue
HT-115,NA,HT115,NA,NA,HT-115,HT115,HT-115,HT115,HT-115,NA,HT115,NA,HT-115,NA,large_intestine,NA,NA,Colon,LARGE_INTESTINE,Intestine,large_intestine,NA,NA,NA,large_intestine,large_intestine,NA,large_intestine
HT-1197,HT-1197,HT-1197,HT1197,NA,NA,NA,HT-1197,HT-1197,HT-1197,NA,HT1197,NA,HT-1197,urinary_tract,urinary_tract,bladder,NA,NA,NA,Bladder,urinary_tract,urogenital_system ,NA,urinary_tract,urinary_tract,urinary_tract,NA,urinary_tract
HT-1376,HT-1376,HT-1376,HT1376,NA,NA,HT1376,HT-1376,HT-1376,HT-1376,NA,HT1376,NA,HT-1376,urinary_tract,urinary_tract,bladder,NA,NA,URINARY_TRACT,Bladder,urinary_tract,urogenital_system ,NA,urinary_tract,urinary_tract,urinary_tract,NA,urinary_tract
HT-144,HT-144,HT-144,NA,NA,HT-144,NA,HT-144,HT-144,HT-144,NA,HT144,NA,HT-144,skin,skin,NA,NA,Skin,NA,Skin,skin,skin ,NA,skin,skin,skin,NA,skin
HT-29,HT-29,HT-29,HT29,NA,HT-29,HT29,HT-29,HT-29,HT-29,NA,HT29,HT-29,HT-29,large_intestine,large_intestine,colon,NA,Colon,LARGE_INTESTINE,Intestin,large_intestine,digestive_system ,NA,large_intestine,large_intestine,large_intestine,Colon,large_intestine
HT-3,HT-3,NA,HT3,NA,NA,NA,HT-3,NA,HT-3,NA,NA,HT-3,HT-3,cervix,NA,cervix_uteri,NA,NA,NA,Cervix,NA,urogenital_system ,NA,cervix,cervix,NA,Cervix,cervix
HT55,HT55,HT55,NA,NA,HT-55,HT55,HT55,HT55,HT55,NA,HT55,HT-55,HT55,large_intestine,large_intestine,NA,NA,Colon,LARGE_INTESTINE,Intestine,large_intestine,digestive_system ,NA,large_intestine,large_intestine,large_intestine,Colon,large_intestine
HTC-C3,HTC-C3,NA,NA,NA,NA,NA,HTC-C3,NA,HTC-C3,NA,NA,NA,HTC-C3,thyroid,NA,NA,NA,NA,NA,Thyroid,NA,thyroid ,NA,thyroid,thyroid,NA,NA,thyroid
HTK-,NA,HTK-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA
HuCCT1,HuCCT1,HuCCT1,NA,NA,NA,NA,HuCCT1,HuCCT1,HuCCT1,NA,HUCCT1,HuCCT1,HuCCT1,biliary_tract,biliary_tract,NA,NA,NA,NA,Liver,biliary_tract,digestive_system ,NA,biliary_tract,biliary_tract,biliary_tract,Liver,biliary_tract
HuG1-N,NA,HuG1-N,NA,NA,NA,NA,NA,HuG1-N,NA,NA,HUG1N,NA,NA,NA,stomach,NA,NA,NA,NA,NA,stomach,NA,NA,NA,stomach,stomach,NA,NA
huH-1,NA,huH-1,NA,NA,huH-1,NA,huH-1,huH-1,huH-1,NA,HUH1,huH-1,huH-1,NA,liver,NA,NA,Liver,NA,Liver,liver,NA,NA,NA,liver,liver,Liver,liver
HuH-28,HuH-28,HuH28,NA,NA,NA,NA,NA,NA,NA,NA,HUH28,NA,NA,biliary_tract,biliary_tract,NA,NA,NA,NA,NA,NA,NA,NA,biliary_tract,biliary_tract,biliary_tract,NA,NA
HUH-6-clone5,HUH-6-clone5,HuH-6,NA,NA,NA,NA,NA,HuH-6,HUH-6-clone5,NA,HUH6,NA,NA,liver,liver,NA,NA,NA,NA,NA,liver,NA,NA,liver,liver,liver,NA,liver
HuH-7,HuH-7,HuH-7,NA,NA,HuH-7,NA,HuH-7,HuH-7,HuH-7,NA,NA,HUH-7,HuH-7,liver,liver,NA,NA,Liver,NA,Liver,liver,digestive_system ,NA,liver,liver,NA,Liver,liver
HuNS1,HuNS1,HuNS1,HUNS1,NA,NA,NA,NA,HuNS1,NA,NA,HUNS1,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA
HuO-3N1,HuO-3N1,NA,NA,NA,NA,NA,HuO-3N1,NA,HuO-3N1,NA,NA,NA,HuO-3N1,bone,NA,NA,NA,NA,NA,Bone,NA,bone ,NA,bone,bone,NA,NA,bone
HuO9,HuO9,NA,NA,NA,NA,NA,HuO9,NA,HuO9,NA,NA,NA,HuO9,bone,NA,NA,NA,NA,NA,Bone,NA,bone ,NA,bone,bone,NA,NA,bone
HuP-T3,HuP-T3,HUP-T3,NA,NA,HUP-T3,NA,HuP-T3,HUP-T3,HuP-T3,NA,HUPT3,HUP-T3,HuP-T3,pancreas,pancreas,NA,NA,Pancreas,NA,Pancreas,pancreas,pancreas ,NA,pancreas,pancreas,pancreas,Pancreas,pancreas
HuP-T4,HuP-T4,HUP-T4,HUPT4,NA,HUP-T4,HUPT4,HuP-T4,HUP-T4,HuP-T4,NA,HUPT4,HUP-T4,HuP-T4,pancreas,pancreas,pancreas,NA,Pancreas,PANCREAS,Pancreas,pancreas,pancreas ,NA,pancreas,pancreas,pancreas,Pancreas,pancreas
HuT 102,NA,HuT 102,NA,NA,NA,NA,NA,HuT_102,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA
HuT 78,NA,HuT 78,HUT78,NA,NA,NA,NA,HuT_78,NA,NA,HUT78,NA,NA,NA,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA
HUTU-80,HUTU-80,HuTu 80,NA,NA,NA,NA,HUTU-80,HuTu_80,NA,NA,NA,NA,HUTU-80,small_intestine,small_intestine,NA,NA,NA,NA,Intestine,small_intestine,NA,NA,small_intestine,small_intestine,NA,NA,small_intestine
I-9-2,NA,NA,NA,NA,NA,NA,I-9-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blood,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue
